AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
ICICI Prudential Asset Management Company Limited,110047,ICICI Prudential Interval Fund V - Monthly Interval Plan A,Open Ended,Income,ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Growth,Retail  Rs.5000/-; Insti  Rs.25 Lacs,04-Sep-2008,,INF109K01OS2
ICICI Prudential Asset Management Company Limited,110048,ICICI Prudential Interval Fund V - Monthly Interval Plan A,Open Ended,Income,ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Dividend,Retail  Rs.5000/-; Insti  Rs.25 Lacs,04-Sep-2008,,INF109K01OU8
ICICI Prudential Asset Management Company Limited,120660,ICICI Prudential Interval Fund V - Monthly Interval Plan A,Open Ended,Income,ICICI Prudential Interval Fund V Monthly Interval Plan A - Direct Plan -  Dividend,Retail  Rs.5000/-; Insti  Rs.25 Lacs,04-Sep-2008,,INF109K01N34
ICICI Prudential Asset Management Company Limited,120661,ICICI Prudential Interval Fund V - Monthly Interval Plan A,Open Ended,Income,ICICI Prudential Interval Fund V Monthly Interval Plan A - Direct Plan - Growth,Retail  Rs.5000/-; Insti  Rs.25 Lacs,04-Sep-2008,,INF109K01N26
ICICI Prudential Asset Management Company Limited,110345,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,Open Ended,Income,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Dividend,Retail - Rs. 5000; Institutional - Rs.2 Crores,18-Sep-2008,,INF109K01OG7
ICICI Prudential Asset Management Company Limited,110346,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,Open Ended,Income,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Growth,Retail - Rs. 5000; Institutional - Rs.2 Crores,18-Sep-2008,,INF109K01OB8
ICICI Prudential Asset Management Company Limited,110347,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,Open Ended,Income,ICICI Prudential Interval Fund IV Quarterly Interval Plan B -Dividend,Retail - Rs. 5000; Institutional - Rs.2 Crores,18-Sep-2008,,INF109K01OD4INF109K01OE2
ICICI Prudential Asset Management Company Limited,110348,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,Open Ended,Income,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Growth,Retail - Rs. 5000; Institutional - Rs.2 Crores,18-Sep-2008,,INF109K01OF9
ICICI Prudential Asset Management Company Limited,120623,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,Open Ended,Income,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Growth,Retail - Rs. 5000; Institutional - Rs.2 Crores,18-Sep-2008,,INF109K01N42
ICICI Prudential Asset Management Company Limited,120624,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,Open Ended,Income,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Dividend,Retail - Rs. 5000; Institutional - Rs.2 Crores,18-Sep-2008,,INF109K01N59
ICICI Prudential Asset Management Company Limited,120811,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B,Open Ended,Income,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Quarterly Dividend Payout,Retail - Rs. 5000; Institutional - Rs.2 Crores,18-Sep-2008,,INF109K01O58
UTI Asset Mgmt. Co. Ltd.,110468,UTI - FIIF Sr-2 Quarterly Interval Plan VII,Close Ended,Income,UTI F I I F Series II -Quarterly Interval Plan - VII - Regular Plan - Growth Option,10000,26-Sep-2008,,INF789F01EI3
UTI Asset Mgmt. Co. Ltd.,110469,UTI - FIIF Sr-2 Quarterly Interval Plan VII,Close Ended,Income,UTI FIIF Sr-2 Quarterly Interval Plan VII - Regular Plan - IDCW,10000,26-Sep-2008,,INF789F01EG7INF789F01EH5
UTI Asset Mgmt. Co. Ltd.,120876,UTI - FIIF Sr-2 Quarterly Interval Plan VII,Close Ended,Income,UTI FIIF Sr-2 Quarterly Interval Plan VII - Direct Plan - IDCW,10000,26-Sep-2008,,INF789F01VI7INF789F01VJ5
UTI Asset Mgmt. Co. Ltd.,120877,UTI - FIIF Sr-2 Quarterly Interval Plan VII,Close Ended,Income,UTI F I I F Series II -Quarterly Interval Plan - VII - Direct Plan - Growth Option,10000,26-Sep-2008,,INF789F01VK3
Kotak Mahindra Asset Management Company Limited.,110575,Kotak Treasury Advantage,Open Ended,Debt Scheme - Ultra Short Duration Fund,Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option,5000,07-Oct-2008,07-Oct-2008,INF174K01FE4
Kotak Mahindra Asset Management Company Limited.,119749,Kotak Treasury Advantage,Open Ended,Debt Scheme - Ultra Short Duration Fund,Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct,5000,07-Oct-2008,07-Oct-2008,INF174K01JT4
Bank of India Investment Managers Private Limited,110598,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap  Equity Fund Regular Plan- Quarterly IDCW,5000,04-Sep-2008,01-Oct-2008,INF761K01116INF761K01124
Bank of India Investment Managers Private Limited,110599,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan- Growth,5000,04-Sep-2008,01-Oct-2008,INF761K01041
Bank of India Investment Managers Private Limited,110601,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Bonus,5000,04-Sep-2008,01-Oct-2008,INF761K01017
Bank of India Investment Managers Private Limited,110603,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Growth,5000,04-Sep-2008,01-Oct-2008,INF761K01108
Bank of India Investment Managers Private Limited,110604,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Quarterly IDCW,5000,04-Sep-2008,01-Oct-2008,INF761K01058INF761K01066
Bank of India Investment Managers Private Limited,110606,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan-Bonus,5000,04-Sep-2008,01-Oct-2008,INF761K01074
Bank of India Investment Managers Private Limited,110607,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Regular IDCW,5000,04-Sep-2008,01-Oct-2008,INF761K01082INF761K01090
Bank of India Investment Managers Private Limited,110608,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Regular IDCW,5000,04-Sep-2008,01-Oct-2008,INF761K01025INF761K01033
Bank of India Investment Managers Private Limited,119300,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan- Bonus,5000,04-Sep-2008,01-Oct-2008,INF761K01629
Bank of India Investment Managers Private Limited,119346,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Regular IDCW,5000,04-Sep-2008,01-Oct-2008,INF761K01645INF761K01637
Bank of India Investment Managers Private Limited,119349,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Direct  Plan- Quarterly IDCW,5000,04-Sep-2008,01-Oct-2008,INF761K01678INF761K01660
Bank of India Investment Managers Private Limited,119350,BANK OF INDIA LARGE & MID CAP EQUITY FUND,Open Ended,Equity Scheme - Large & Mid Cap Fund,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Growth,5000,04-Sep-2008,01-Oct-2008,INF761K01652
Bandhan AMC Limited,111343,BANDHAN GSF - CONSTANT MATURITY  PLAN,Open Ended,Debt Scheme - Gilt Fund with 10 year constant duration,BANDHAN Government Securities Fund - Constant Maturity Plan - Regular Plan - Weekly IDCW,Rs.10000,21-Feb-2002,,INF194K01FI3INF194K01FH5
Aditya Birla Sun Life AMC Limited,111348,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Regular - IDCW,5000,15-Sep-2008,14-Oct-2008,INF209K01199INF209K01CG0
Aditya Birla Sun Life AMC Limited,111349,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan,5000,15-Sep-2008,14-Oct-2008,INF209K01207
Aditya Birla Sun Life AMC Limited,119575,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Direct - IDCW,5000,15-Sep-2008,14-Oct-2008,INF209K01P64INF209K01VM8
Aditya Birla Sun Life AMC Limited,119576,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Open Ended,Equity Scheme - Sectoral/ Thematic,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan,5000,15-Sep-2008,14-Oct-2008,INF209K01VL0
Taurus Asset Management Company Limited,111436,Taurus Ultra Short Term Bond  Fund,Open Ended,Debt Scheme - Short Duration Fund,Taurus Liquid Plus Fund - Retail Dividend,Rs 5000 & in multiples of Re 1 thereafter,24-Nov-2008,27-Nov-2008,
Taurus Asset Management Company Limited,111440,Taurus Ultra Short Term Bond  Fund,Open Ended,Debt Scheme - Short Duration Fund,Taurus Liquid Plus Fund - Institutional Dividend,Rs 5000 & in multiples of Re 1 thereafter,24-Nov-2008,27-Nov-2008,
Taurus Asset Management Company Limited,111444,Taurus Ultra Short Term Bond  Fund,Open Ended,Debt Scheme - Short Duration Fund,Taurus Liquid Plus Fund - SI Dividend,Rs 5000 & in multiples of Re 1 thereafter,24-Nov-2008,27-Nov-2008,
Bandhan AMC Limited,111522,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,IDFC Dynamic Bond Fund -PLAN B DIVIDEND QUARTELY,Rs.5000/-,25-Jun-2002,,
Bandhan AMC Limited,111523,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund - Regular Plan B - IDCW,Rs.5000/-,25-Jun-2002,,INF194K01QO8INF194K01QN0
Bandhan AMC Limited,111524,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund - Regular Plan B - Growth,Rs.5000/-,25-Jun-2002,,INF194K01QG4
Bandhan AMC Limited,118415,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund-Direct Plan-Annual IDCW,Rs.5000/-,25-Jun-2002,,INF194K01O13INF194K01O05
Bandhan AMC Limited,118416,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,Rs.5000/-,25-Jun-2002,,INF194K01N63
Bandhan AMC Limited,118417,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund-Direct Plan-IDCW,Rs.5000/-,25-Jun-2002,,INF194K01O47INF194K01O39
Bandhan AMC Limited,118418,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund-Direct Plan-Quarterly IDCW,Rs.5000/-,25-Jun-2002,,INF194K01N89INF194K01N71
Bandhan AMC Limited,122618,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund-Direct Plan-Half Yearly IDCW,Rs.5000/-,25-Jun-2002,,INF194K011P8INF194K012P6
Bandhan AMC Limited,122868,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW,Rs.5000/-,25-Jun-2002,,INF194K018R9INF194K019R7
Bandhan AMC Limited,131396,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund-Direct Plan-Periodic IDCW,Rs.5000/-,25-Jun-2002,,INF194KA1TP6INF194KA1TQ4
Bandhan AMC Limited,131397,BANDHAN Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,BANDHAN Dynamic Bond Fund - Regular Plan B - Periodic IDCW,Rs.5000/-,25-Jun-2002,,INF194KA1TM3INF194KA1TN1
Bandhan AMC Limited,111525,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,BANDHAN Government Securities Fund - IP - Regular Plan - Growth,Rs.10000,21-Feb-2002,,INF194K01DZ2
Bandhan AMC Limited,111526,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,IDFC GSF - Investment Plan -PLAN B ANNUAL,Rs.10000,21-Feb-2002,,
Bandhan AMC Limited,111527,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,BANDHAN Government Securities Fund - IP - Regular Plan - IDCW,Rs.10000,21-Feb-2002,,INF194K01EK2INF194K01EJ4
Bandhan AMC Limited,111528,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,IDFC GSF - Investment Plan -PLAN B DIVIDEND HALF YEARLY,Rs.10000,21-Feb-2002,,
Bandhan AMC Limited,118463,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-IDCW,Rs.10000,21-Feb-2002,,INF194K01R36INF194K01R28
Bandhan AMC Limited,118464,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Growth,Rs.10000,21-Feb-2002,,INF194K01Q29
Bandhan AMC Limited,118465,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Half Yearly IDCW,Rs.10000,21-Feb-2002,,INF194K01Q45INF194K01Q37
Bandhan AMC Limited,118466,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Quarterly IDCW,Rs.10000,21-Feb-2002,,INF194K01R02INF194K01Q94
Bandhan AMC Limited,118467,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Annual IDCW,Rs.10000,21-Feb-2002,,INF194K01Q78INF194K01Q60
Bandhan AMC Limited,131394,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,BANDHAN Government Securities Fund-  Investment Plan-Direct Plan-Periodic IDCW,Rs.10000,21-Feb-2002,,INF194KA1RZ9INF194KA1SA0
Bandhan AMC Limited,131395,BANDHAN GSF Investment Plan,Open Ended,Debt Scheme - Gilt Fund,BANDHAN Government Securities Fund - IP - Regular -Plan B - Periodic IDCW,Rs.10000,21-Feb-2002,,INF194KA1RW6INF194KA1RX4
Bandhan AMC Limited,111530,IDFC Super Saver Income Fund-Investment Plan,Open Ended,Income,IDFC-SSIF-Investment Plan B DIVIDEND HALF YEARLY,Rs. 500/-,01-Jan-2005,,
Bandhan AMC Limited,111531,IDFC Super Saver Income Fund-Investment Plan,Open Ended,Income,IDFC-SSIF-Investment Plan B DIVIDEND ANNUAL,Rs. 500/-,01-Jan-2005,,
Quantum Asset Management Company Private Limited,111548,Quantum Tax Saving Fund,Open Ended,Equity Scheme - ELSS,Quantum Tax Saving Fund,500,10-Dec-2008,13-Dec-2008,
Quantum Asset Management Company Private Limited,111549,Quantum Tax Saving Fund,Open Ended,Equity Scheme - ELSS,Quantum Tax Saving Fund - Direct Plan Growth Option,500,10-Dec-2008,13-Dec-2008,INF082J01069
Quantum Asset Management Company Private Limited,111550,Quantum Tax Saving Fund,Open Ended,Equity Scheme - ELSS,Quantum Tax Saving Fund - Direct Plan IDCW,500,10-Dec-2008,13-Dec-2008,INF082J01077INF082J01085
Quantum Asset Management Company Private Limited,141070,Quantum Tax Saving Fund,Open Ended,Equity Scheme - ELSS,Quantum Tax Saving Fund - Regular Plan Growth Option,500,10-Dec-2008,13-Dec-2008,INF082J01366
Quantum Asset Management Company Private Limited,141071,Quantum Tax Saving Fund,Open Ended,Equity Scheme - ELSS,Quantum Tax Saving Fund - Regular Plan IDCW,500,10-Dec-2008,13-Dec-2008,INF082J01374
Bandhan AMC Limited,111569,BANDHAN Tax Advantage (ELSS) Fund,Open Ended,Equity Scheme - ELSS,BANDHAN Tax Advantage (ELSS) Fund - Regular Plan - Growth,Rs. 500/- and in multiples of Rs.500/- thereafter.,01-Dec-2008,,INF194K01292
Bandhan AMC Limited,111570,BANDHAN Tax Advantage (ELSS) Fund,Open Ended,Equity Scheme - ELSS,BANDHAN Tax Advantage (ELSS) Fund - Regular Plan - IDCW,Rs. 500/- and in multiples of Rs.500/- thereafter.,01-Dec-2008,,INF194K01300INF194K01318
Bandhan AMC Limited,118472,BANDHAN Tax Advantage (ELSS) Fund,Open Ended,Equity Scheme - ELSS,BANDHAN Tax Advantage (ELSS) Fund-Direct Plan-IDCW,Rs. 500/- and in multiples of Rs.500/- thereafter.,01-Dec-2008,,INF194K01Y37INF194K01Y45
Bandhan AMC Limited,118473,BANDHAN Tax Advantage (ELSS) Fund,Open Ended,Equity Scheme - ELSS,BANDHAN Tax Advantage (ELSS) Fund-Direct Plan-Growth,Rs. 500/- and in multiples of Rs.500/- thereafter.,01-Dec-2008,,INF194K01Y29
Bank of India Investment Managers Private Limited,111585,BANK OF INDIA SHORT TERM INCOME FUND,Open Ended,Debt Scheme - Short Duration Fund,BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,5000,03-Dec-2008,10-Dec-2008,INF761K01579
Bank of India Investment Managers Private Limited,111589,BANK OF INDIA SHORT TERM INCOME FUND,Open Ended,Debt Scheme - Short Duration Fund,BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW,5000,03-Dec-2008,10-Dec-2008,INF761K01595INF761K01587
Bank of India Investment Managers Private Limited,111590,BANK OF INDIA SHORT TERM INCOME FUND,Open Ended,Debt Scheme - Short Duration Fund,BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW,5000,03-Dec-2008,10-Dec-2008,INF761K01611INF761K01603
Bank of India Investment Managers Private Limited,119382,BANK OF INDIA SHORT TERM INCOME FUND,Open Ended,Debt Scheme - Short Duration Fund,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,5000,03-Dec-2008,10-Dec-2008,INF761K01736
Bank of India Investment Managers Private Limited,119383,BANK OF INDIA SHORT TERM INCOME FUND,Open Ended,Debt Scheme - Short Duration Fund,BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW,5000,03-Dec-2008,10-Dec-2008,INF761K01751INF761K01744
Bank of India Investment Managers Private Limited,119384,BANK OF INDIA SHORT TERM INCOME FUND,Open Ended,Debt Scheme - Short Duration Fund,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,5000,03-Dec-2008,10-Dec-2008,INF761K01777INF761K01769
UTI Asset Mgmt. Co. Ltd.,111599,UTI Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,UTI Multi Asset Allocation Fund - Regular Plan - Growth Option,5000,21-Oct-2008,,INF789F01AP6
UTI Asset Mgmt. Co. Ltd.,111602,UTI Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,UTI Multi Asset Allocation Fund - Regular Plan - IDCW,5000,21-Oct-2008,,INF789F01AN1INF789F01AO9
UTI Asset Mgmt. Co. Ltd.,120760,UTI Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,UTI Multi Asset Allocation Fund - Direct Plan - Growth Option,5000,21-Oct-2008,,INF789F01VE6
UTI Asset Mgmt. Co. Ltd.,120761,UTI Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,UTI Multi Asset Allocation Fund - Direct Plan - IDCW,5000,21-Oct-2008,,INF789F01VC0INF789F01VD8
Edelweiss Asset Management Limited,111638,Edelweiss Long Term Equity Fund (Tax Savings),Open Ended,Equity Scheme - ELSS,Edelweiss Long Term Equity Fund (Tax Savings) - Regular Plan - Growth Option,Rs. 500/- & in multiples of Rs. 500 thereafter,26-Dec-2008,26-Dec-2008,INF754K01517
Edelweiss Asset Management Limited,111639,Edelweiss Long Term Equity Fund (Tax Savings),Open Ended,Equity Scheme - ELSS,Edelweiss Long Term Equity Savings Fund (Tax Savings) - Regular Plan - IDCW Option,Rs. 500/- & in multiples of Rs. 500 thereafter,26-Dec-2008,26-Dec-2008,INF754K01525INF754K01541
Edelweiss Asset Management Limited,118619,Edelweiss Long Term Equity Fund (Tax Savings),Open Ended,Equity Scheme - ELSS,Edelweiss Long Term Equity Savings Fund (Tax Savings) - Direct Plan - IDCW Option,Rs. 500/- & in multiples of Rs. 500 thereafter,26-Dec-2008,26-Dec-2008,INF754K01BX2INF754K01BY0
Edelweiss Asset Management Limited,118620,Edelweiss Long Term Equity Fund (Tax Savings),Open Ended,Equity Scheme - ELSS,Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Growth Option,Rs. 500/- & in multiples of Rs. 500 thereafter,26-Dec-2008,26-Dec-2008,INF754K01CA8
Mirae Asset Investment Managers (India) Pvt. Ltd,111644,MIRAE ASSET CASH MANAGEMENT FUND,Open Ended,Debt Scheme - Liquid Fund,Mirae Asset Cash Management Fund Regular Weekly IDCW,5000,05-Jan-2009,06-Jan-2009,INF769K01812
Mirae Asset Investment Managers (India) Pvt. Ltd,111645,MIRAE ASSET CASH MANAGEMENT FUND,Open Ended,Debt Scheme - Liquid Fund,Mirae Asset Cash Management Fund Regular Monthly IDCW,5000,05-Jan-2009,06-Jan-2009,INF769K01838INF769K01820
Mirae Asset Investment Managers (India) Pvt. Ltd,111646,MIRAE ASSET CASH MANAGEMENT FUND,Open Ended,Debt Scheme - Liquid Fund,Mirae Asset Cash Management Fund - Growth,5000,05-Jan-2009,06-Jan-2009,INF769K01788
Mirae Asset Investment Managers (India) Pvt. Ltd,111647,MIRAE ASSET CASH MANAGEMENT FUND,Open Ended,Debt Scheme - Liquid Fund,Mirae Asset Cash Management Fund RegularDaily IDCW ,5000,05-Jan-2009,06-Jan-2009,INF769K01804
Mirae Asset Investment Managers (India) Pvt. Ltd,118859,MIRAE ASSET CASH MANAGEMENT FUND,Open Ended,Debt Scheme - Liquid Fund,Mirae Asset Cash Management Fund - Direct Plan - Growth,5000,05-Jan-2009,06-Jan-2009,INF769K01CM1
Mirae Asset Investment Managers (India) Pvt. Ltd,118860,MIRAE ASSET CASH MANAGEMENT FUND,Open Ended,Debt Scheme - Liquid Fund,Mirae Asset Cash Management Fund Direct Monthly IDCW,5000,05-Jan-2009,06-Jan-2009,INF769K01CN9INF769K01CQ2
Mirae Asset Investment Managers (India) Pvt. Ltd,118861,MIRAE ASSET CASH MANAGEMENT FUND,Open Ended,Debt Scheme - Liquid Fund,Mirae Asset Cash Management Fund Direct  Daily IDCW,5000,05-Jan-2009,06-Jan-2009,INF769K01CO7
Mirae Asset Investment Managers (India) Pvt. Ltd,118862,MIRAE ASSET CASH MANAGEMENT FUND,Open Ended,Debt Scheme - Liquid Fund,Mirae Asset Cash Management Fund Direct Weekly IDCW,5000,05-Jan-2009,06-Jan-2009,INF769K01CP4
Bandhan AMC Limited,113167,IDFC SSIF - MT -Plan B- Dividend Plan,Open Ended,Income,IDFC SSIF - MT (Plan B) Inst - Quarterly Dividend Reinvestment,Rs 1 00000/-,22-Jan-2009,,
Bandhan AMC Limited,113168,IDFC SSIF - MT -Plan B- Dividend Plan,Open Ended,Income,IDFC SSIF - MT (Plan B) Inst - Monthly Dividend Reinvestment,Rs 1 00000/-,22-Jan-2009,,
Bank of India Investment Managers Private Limited,111708,BANK OF INDIA TAX ADVANTAGE FUND,Open Ended,Equity Scheme - ELSS,BANK OF INDIA Tax Advantage Fund-Regular Plan-IDCW,5000,12-Dec-2008,12-Feb-2009,INF761K01165INF761K01173
Bank of India Investment Managers Private Limited,111709,BANK OF INDIA TAX ADVANTAGE FUND,Open Ended,Equity Scheme - ELSS,BANK OF INDIA Tax Advantage Fund-ECO Plan-Growth,5000,12-Dec-2008,12-Feb-2009,INF761K01157
Bank of India Investment Managers Private Limited,111710,BANK OF INDIA TAX ADVANTAGE FUND,Open Ended,Equity Scheme - ELSS,BANK OF INDIA Tax Advantage Fund-Regular Plan- Growth,5000,12-Dec-2008,12-Feb-2009,INF761K01181
Bank of India Investment Managers Private Limited,111711,BANK OF INDIA TAX ADVANTAGE FUND,Open Ended,Equity Scheme - ELSS,BANK OF INDIA Tax Advantage Fund-ECO Plan-IDCW,5000,12-Dec-2008,12-Feb-2009,INF761K01132INF761K01140
Bank of India Investment Managers Private Limited,119351,BANK OF INDIA TAX ADVANTAGE FUND,Open Ended,Equity Scheme - ELSS,BANK OF INDIA Tax Advantage Fund-Direct Plan- Growth,5000,12-Dec-2008,12-Feb-2009,INF761K01884
Bank of India Investment Managers Private Limited,119352,BANK OF INDIA TAX ADVANTAGE FUND,Open Ended,Equity Scheme - ELSS,BANK OF INDIA Tax Advantage Fund-Direct Plan-IDCW,5000,12-Dec-2008,12-Feb-2009,INF761K01876INF761K01868
Bank of India Investment Managers Private Limited,111712,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth,10000,28-Jan-2009,24-Feb-2009,INF761K01462
Bank of India Investment Managers Private Limited,111713,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,10000,28-Jan-2009,24-Feb-2009,INF761K01504INF761K01496
Bank of India Investment Managers Private Limited,111714,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW,10000,28-Jan-2009,24-Feb-2009,INF761K01454INF761K01447
Bank of India Investment Managers Private Limited,111715,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth,10000,28-Jan-2009,24-Feb-2009,INF761K01397
Bank of India Investment Managers Private Limited,111716,BANK OF INDIA CONSERVATIVE HYBRID FUND,Open Ended,Debt Scheme - Medium to Long Duration Fund,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Monthly IDCW,10000,28-Jan-2009,24-Feb-2009,INF761K01488INF761K01470
